row_index,cell_1_icon_src,cell_1_icon_alt,cell_2_name_link_text,cell_2_full_text,cell_3_img_srcs,cell_3_img_alts,cell_4_text
316,/thumb.php?f=101020031_rank5_command.png&width=80,101020031 rank5 command.png,Shion,"| Shion | 
 | 4~5★ SA","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 1.png, 202000002 icon.png, 216000004 icon.png",2019-01-28
317,/thumb.php?f=101040031_rank5_command.png&width=80,101040031 rank5 command.png,Suzette,"| Suzette | 
 | 4~5★ SA","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 4.png, 202000004 icon.png, 216000002 icon.png",2019-01-28
318,/thumb.php?f=101000051_rank5_command.png&width=80,101000051 rank5 command.png,Toova,"| Toova | 
 | 4~5★ SA","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 2.png, 202000000 icon.png, 216000004 icon.png",2019-01-28
319,/thumb.php?f=101020051_command.png&width=80,101020051 command.png,Akane,"| Akane | 
 | 3~4★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 1.png, 202000002 icon.png, 216000004 icon.png",2019-01-28
320,/thumb.php?f=101010021_command.png&width=80,101010021 command.png,Breeno,"| Breeno | 
 | 3~4★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 2.png, 202000001 icon.png, 216000002 icon.png",2019-01-28
321,/thumb.php?f=101030051_command.png&width=80,101030051 command.png,Cyuca,"| Cyuca | 
 | 3~4★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000003_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 4.png, 202000003 icon.png, 216000003 icon.png",2019-01-28
322,/thumb.php?f=101050041_command.png&width=80,101050041 command.png,Darunis,"| Darunis | 
 | 3~4★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000005_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 4.png, 202000005 icon.png, 216000004 icon.png",2019-01-28
323,/thumb.php?f=101030031_command.png&width=80,101030031 command.png,Denny,"| Denny | 
 | 3~4★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000003_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 8.png, 202000003 icon.png, 216000003 icon.png",2019-01-28
324,/thumb.php?f=101040051_command.png&width=80,101040051 command.png,Foran,"| Foran | 
 | 3~4★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 8.png, 202000004 icon.png, 216000002 icon.png",2019-01-28
325,/thumb.php?f=101040011_command.png&width=80,101040011 command.png,Komachi,"| Komachi | 
 | 3~4★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 2.png, 202000004 icon.png, 216000002 icon.png",2019-01-28
326,/thumb.php?f=101000071_command.png&width=80,101000071 command.png,Krervo,"| Krervo | 
 | 3~4★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 0.png, 202000000 icon.png, 216000004 icon.png",2019-01-28
327,/thumb.php?f=101000101_command.png&width=80,101000101 command.png,Lele,"| Lele | 
 | 3~4★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 8.png, 202000000 icon.png, 216000004 icon.png",2019-01-28
328,/thumb.php?f=101060021_command.png&width=80,101060021 command.png,Lingli,"| Lingli | 
 | 3~4★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 1.png, 202000006 icon.png, 216000003 icon.png",2019-01-28
329,/thumb.php?f=101030041_command.png&width=80,101030041 command.png,Miranda,"| Miranda | 
 | 3~4★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000003_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 1.png, 202000003 icon.png, 216000003 icon.png",2019-01-28
330,/thumb.php?f=101010061_command.png&width=80,101010061 command.png,Myron,"| Myron | 
 | 3~4★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 2.png, 202000001 icon.png, 216000002 icon.png",2019-01-28
331,/thumb.php?f=101020021_command.png&width=80,101020021 command.png,Nikeh,"| Nikeh | 
 | 3~4★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 8.png, 202000002 icon.png, 216000004 icon.png",2019-01-28
332,/thumb.php?f=101040041_command.png&width=80,101040041 command.png,Nomar,"| Nomar | 
 | 3~4★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 8.png, 202000004 icon.png, 216000002 icon.png",2019-01-28
333,/thumb.php?f=101020041_command.png&width=80,101020041 command.png,Otoha,"| Otoha | 
 | 3~4★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 2.png, 202000002 icon.png, 216000004 icon.png",2019-01-28
334,/thumb.php?f=101050031_command.png&width=80,101050031 command.png,Parisa,"| Parisa | 
 | 3~4★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000005_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 1.png, 202000005 icon.png, 216000004 icon.png",2019-01-28
335,/thumb.php?f=101000161_command.png&width=80,101000161 command.png,Pom,"| Pom | 
 | 3~4★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 0.png, 202000000 icon.png, 216000004 icon.png",2019-01-28
336,/thumb.php?f=101000021_command.png&width=80,101000021 command.png,Raven,"| Raven | 
 | 3~4★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 2.png, 202000000 icon.png, 216000004 icon.png",2019-01-28
337,/thumb.php?f=101050051_command.png&width=80,101050051 command.png,Rovella,"| Rovella | 
 | 3~4★","/thumb.php?f=Skill_Type_8_8.png&width=32, /thumb.php?f=202000005_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 8.png, 202000005 icon.png, 216000004 icon.png",2019-01-28
338,/thumb.php?f=101060051_command.png&width=80,101060051 command.png,Rufus,"| Rufus | 
 | 3~4★","/thumb.php?f=Skill_Type_8_1.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 1.png, 202000006 icon.png, 216000003 icon.png",2019-01-28
339,/thumb.php?f=101040021_command.png&width=80,101040021 command.png,Soira,"| Soira | 
 | 3~4★","/thumb.php?f=Skill_Type_8_4.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 4.png, 202000004 icon.png, 216000002 icon.png",2019-01-28
340,/thumb.php?f=101030011_command.png&width=80,101030011 command.png,Yio,"| Yio | 
 | 3~4★","/thumb.php?f=Skill_Type_8_2.png&width=32, /thumb.php?f=202000003_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 2.png, 202000003 icon.png, 216000003 icon.png",2019-01-28
341,/thumb.php?f=101150011_command.png&width=80,101150011 command.png,Asia,"| Asia | 
 | 3★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000005_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 0.png, 202000005 icon.png, 216000004 icon.png",2019-01-28
342,/thumb.php?f=101170021_command.png&width=80,101170021 command.png,Ctos,"| Ctos | 
 | 3★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000007_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 0.png, 202000007 icon.png, 216000002 icon.png",2019-01-28
343,/thumb.php?f=101140031_command.png&width=80,101140031 command.png,Een,"| Een | 
 | 3★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 0.png, 202000004 icon.png, 216000002 icon.png",2019-01-28
344,/thumb.php?f=101160021_command.png&width=80,101160021 command.png,Emms,"| Emms | 
 | 3★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 0.png, 202000006 icon.png, 216000003 icon.png",2019-01-28
345,/thumb.php?f=101130021_command.png&width=80,101130021 command.png,Esta,"| Esta | 
 | 3★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000003_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 0.png, 202000003 icon.png, 216000003 icon.png",2019-01-28
346,/thumb.php?f=101100011_command.png&width=80,101100011 command.png,Kilqia,"| Kilqia | 
 | 3★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 0.png, 202000000 icon.png, 216000004 icon.png",2019-01-28
347,/thumb.php?f=101120031_command.png&width=80,101120031 command.png,Koot,"| Koot | 
 | 3★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 0.png, 202000002 icon.png, 216000004 icon.png",2019-01-28
348,/thumb.php?f=101120011_command.png&width=80,101120011 command.png,Menesia,"| Menesia | 
 | 3★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 0.png, 202000002 icon.png, 216000004 icon.png",2019-01-28
349,/thumb.php?f=101110021_command.png&width=80,101110021 command.png,Natore,"| Natore | 
 | 3★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 0.png, 202000001 icon.png, 216000002 icon.png",2019-01-28
350,/thumb.php?f=101110011_command.png&width=80,101110011 command.png,Naylia,"| Naylia | 
 | 3★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 0.png, 202000001 icon.png, 216000002 icon.png",2019-01-28
351,/thumb.php?f=101150021_command.png&width=80,101150021 command.png,Nixa,"| Nixa | 
 | 3★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000005_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 0.png, 202000005 icon.png, 216000004 icon.png",2019-01-28
352,/thumb.php?f=101100031_command.png&width=80,101100031 command.png,Noome,"| Noome | 
 | 3★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 0.png, 202000000 icon.png, 216000004 icon.png",2019-01-28
353,/thumb.php?f=101130031_command.png&width=80,101130031 command.png,Oor,"| Oor | 
 | 3★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000003_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 0.png, 202000003 icon.png, 216000003 icon.png",2019-01-28
354,/thumb.php?f=101170011_command.png&width=80,101170011 command.png,Pasia,"| Pasia | 
 | 3★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000007_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 0.png, 202000007 icon.png, 216000002 icon.png",2019-01-28
355,/thumb.php?f=101130011_command.png&width=80,101130011 command.png,Rodeia,"| Rodeia | 
 | 3★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000003_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 0.png, 202000003 icon.png, 216000003 icon.png",2019-01-28
356,/thumb.php?f=101150031_command.png&width=80,101150031 command.png,Saithe,"| Saithe | 
 | 3★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000005_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 0.png, 202000005 icon.png, 216000004 icon.png",2019-01-28
357,/thumb.php?f=101140011_command.png&width=80,101140011 command.png,Sauria,"| Sauria | 
 | 3★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000004_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 0.png, 202000004 icon.png, 216000002 icon.png",2019-01-28
358,/thumb.php?f=101160031_command.png&width=80,101160031 command.png,Tayme,"| Tayme | 
 | 3★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 0.png, 202000006 icon.png, 216000003 icon.png",2019-01-28
359,/thumb.php?f=101120021_command.png&width=80,101120021 command.png,Tohme,"| Tohme | 
 | 3★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000002_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 0.png, 202000002 icon.png, 216000004 icon.png",2019-01-28
360,/thumb.php?f=101170031_command.png&width=80,101170031 command.png,Toole,"| Toole | 
 | 3★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000007_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 0.png, 202000007 icon.png, 216000002 icon.png",2019-01-28
361,/thumb.php?f=101160011_command.png&width=80,101160011 command.png,Urania,"| Urania | 
 | 3★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000006_icon.png&width=32, /thumb.php?f=216000003_icon.png&width=32","Skill Type 8 0.png, 202000006 icon.png, 216000003 icon.png",2019-01-28
362,/thumb.php?f=101110031_command.png&width=80,101110031 command.png,Uuo,"| Uuo | 
 | 3★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000001_icon.png&width=32, /thumb.php?f=216000002_icon.png&width=32","Skill Type 8 0.png, 202000001 icon.png, 216000002 icon.png",2019-01-28
363,/thumb.php?f=101100021_command.png&width=80,101100021 command.png,Yssis,"| Yssis | 
 | 3★","/thumb.php?f=Skill_Type_8_0.png&width=32, /thumb.php?f=202000000_icon.png&width=32, /thumb.php?f=216000004_icon.png&width=32","Skill Type 8 0.png, 202000000 icon.png, 216000004 icon.png",2019-01-28
